hashtag,music_track,views,likes,comments,shares,engagement_rate,upload_time,cluster
#umkm,Engine rev,103863,2829,218,346,0.034382,2025-01-21 17:00:00,1
#kuliner,Drumline,59129,1544,227,148,0.034382,2025-05-15 06:00:00,1
#foodie,Cardio loop,62651,1768,157,122,0.034381,2025-06-13 00:00:00,1
#viral,Gallery pad,46780,1291,120,111,0.034374,2025-05-29 16:00:00,1
#fashion,Boss fight theme,86820,2099,151,170,0.03437,2025-08-12 08:00:00,1
#fyp,Bark hop,13180,347,43,41,0.03437,2025-04-25 23:00:00,1
#fashion,Ticker tick,4568,117,13,11,0.03437,2025-06-13 22:00:00,1
#fyp,Ambient pulse,170181,4538,496,523,0.034369,2025-03-15 23:00:00,1
#fyp,Chalkboard beat,154217,4185,334,510,0.034367,2025-07-27 17:00:00,1
#beauty,Hype trap,98849,2509,396,217,0.034366,2025-04-18 17:00:00,1
#foodie,Calon Mantu Terbaik Mamamu,13708,387,25,36,0.034359,2025-04-06 22:00:00,1
#motivation,Soft glam loop,59984,1684,112,162,0.034359,2025-03-09 11:00:00,1
#fyp,About You,40545,1006,95,101,0.034357,2025-02-28 17:00:00,1
#kuliner,Hype trap,54929,1350,178,105,0.034353,2025-05-31 14:00:00,1
#coding,Ngga Dulu,53536,1340,176,151,0.034351,2025-03-30 08:00:00,1
#kuliner,Sizzle ASMR,40668,1047,165,102,0.034351,2025-07-02 20:00:00,1
#tech,Paint stroke ASMR,62684,1602,185,126,0.034347,2025-05-15 21:00:00,1
#dogtok,Gallery pad,8968,245,26,22,0.034344,2025-08-29 20:00:00,1
#makananviral,Backpack beat,90443,2442,237,165,0.034342,2025-04-28 06:00:00,1
#fyp,Circuit synth,78624,2112,283,170,0.034341,2025-05-07 17:00:00,1
#kuliner,Tape measure click,33812,944,77,69,0.034337,2025-01-10 08:00:00,1
#fyp,Boss fight theme,97464,2571,379,220,0.034331,2025-04-07 20:00:00,1
#fashion,Blue,65336,1757,167,175,0.03433,2025-03-03 18:00:00,1
#lifehacks,Subtle groove,25142,678,66,70,0.034325,2025-04-14 19:00:00,1
#umkm,About You,600305,14814,1119,1371,0.034324,2025-03-28 18:00:00,1
#umkm,Cosmic pad,349499,8521,1252,895,0.034321,2025-08-29 11:00:00,1
#makeup,Turbo whoosh,88373,2452,206,224,0.03432,2025-02-02 09:00:00,1
#fyp,Whistle loop,129207,3362,340,403,0.034317,2025-04-03 22:00:00,1
#fyp,Kitchen groove,67641,1727,191,124,0.034314,2025-01-24 23:00:00,1
#kuliner,Clap beat,16087,431,52,42,0.034313,2025-08-24 15:00:00,1
#viral,Cardio loop,51934,1433,130,130,0.034313,2025-07-25 16:00:00,1
#coding,Ticker tick,20663,564,70,40,0.034313,2025-05-31 18:00:00,1
#fyp,Indie brush,63690,1546,149,194,0.034307,2025-08-04 20:00:00,1
#fashion,Street vibe,42791,1197,89,109,0.034306,2025-07-27 03:00:00,1
#viral,Soft glam loop,208163,5038,783,375,0.034305,2025-05-02 11:00:00,1
#makananviral,Indie brush,429266,11404,1284,1301,0.034303,2025-06-29 15:00:00,1
#recipe,Toolbox clack,58685,1470,221,129,0.034302,2025-07-03 19:00:00,1
#viral,Indie brush,279686,7222,801,491,0.034299,2025-05-06 19:00:00,1
#fyp,Glitch hop,71642,1814,177,157,0.034296,2025-05-30 07:00:00,1
#coding,Gallery pad,93725,2712,162,180,0.034292,2025-05-16 17:00:00,1
#wanderlust,Hype trap,70515,1890,166,232,0.034291,2025-04-13 16:00:00,1
#fyp,Goofy bass,82270,2113,224,260,0.03429,2025-08-22 23:00:00,1
#tech,Kitchen groove,132723,3276,245,437,0.034289,2025-08-02 23:00:00,1
#fyp,Microscope hum,26219,671,105,78,0.034288,2025-01-24 18:00:00,1
#recipe,Goofy bass,20742,547,57,41,0.034278,2025-08-17 16:00:00,1
#recipe,Lab beeps,56538,1465,147,137,0.034278,2025-06-08 14:00:00,1
#viral,Trap beat,19518,545,46,45,0.034276,2025-04-05 19:00:00,1
#fyp,Glitch hop,62153,1544,236,164,0.03427,2025-04-06 18:00:00,1
#fyp,Pop groove,651585,17068,1571,1239,0.034269,2025-04-19 06:00:00,1
#motivation,Ticker bed,30875,774,107,82,0.034267,2025-05-23 17:00:00,1
#fyp,Ambient glow,112789,2921,336,201,0.034259,2025-02-16 21:00:00,1
#tech,Kasih Tau Mama,19151,518,64,33,0.034254,2025-07-11 11:00:00,1
#kuliner,Bintang 5,62213,1544,237,180,0.034253,2025-03-08 23:00:00,1
#fashion,Waves & bells,59120,1565,219,110,0.034252,2025-06-13 22:00:00,1
#motivation,Kasih Tau Mama,14218,382,47,34,0.034252,2025-01-31 16:00:00,1
#recipe,Circuit synth,92929,2241,234,257,0.034252,2025-06-13 14:00:00,1
#recipe,Tape measure click,50194,1253,117,169,0.034247,2025-04-15 23:00:00,1
#fashion,Whistle loop,22806,606,77,59,0.034245,2025-03-30 23:00:00,1
#fashion,Soft focus,162186,4499,441,320,0.034245,2025-05-28 07:00:00,1
#fyp,Backpack beat,87322,2294,308,239,0.034241,2025-03-18 15:00:00,1
#umkm,Blue,50848,1228,195,95,0.034239,2025-08-31 18:00:00,1
#makeup,Soft focus,266695,6493,560,768,0.034238,2025-03-06 23:00:00,1
#fyp,Alamak,47467,1199,162,148,0.034234,2025-01-19 09:00:00,1
#makeup,Turbo whoosh,42796,1155,100,97,0.034232,2025-05-23 14:00:00,1
#skincare,Dora Dora,55391,1398,184,156,0.034229,2025-08-29 23:00:00,1
#fashion,Clap beat,25710,714,74,48,0.034228,2025-03-12 21:00:00,1
#coding,Turbo whoosh,29128,747,115,65,0.034228,2025-03-02 20:00:00,1
#fashion,Cosmic pad,144429,3672,493,276,0.034224,2025-06-04 18:00:00,1
#dogtok,Soft glam loop,63611,1549,229,134,0.034224,2025-08-26 22:00:00,1
#makeup,Arabic pop,366696,9787,1150,985,0.034222,2025-04-25 18:00:00,1
#fyp,Chalkboard beat,95260,2490,279,321,0.034222,2025-01-31 14:00:00,1
#umkm,Hype trap,47928,1180,191,131,0.034218,2025-05-16 14:00:00,1
#coding,Soft glam loop,20779,517,73,51,0.034217,2025-07-18 07:00:00,1
#umkm,Adrenaline synth,61230,1629,123,204,0.034215,2025-05-13 07:00:00,1
#kuliner,About You,89818,2315,209,190,0.034214,2025-06-13 21:00:00,1
#fashion,Woodshop groove,42063,1157,107,78,0.034211,2025-04-18 16:00:00,1
#fashion,Gallery pad,32099,774,122,84,0.034207,2025-05-23 02:00:00,1
#tech,Microscope hum,25991,735,44,66,0.034204,2025-08-13 19:00:00,1
#fashion,Trap beat,30467,842,56,87,0.034201,2025-08-04 13:00:00,1
#fashion,Woodshop groove,225620,5609,773,721,0.034199,2025-08-01 18:00:00,1
#umkm,Tape measure click,80765,2289,194,141,0.034198,2025-02-14 16:00:00,1
#viral,Sizzle ASMR,392038,10652,928,913,0.034185,2025-06-19 19:00:00,1
#umkm,About You,35023,973,69,96,0.034178,2025-04-01 17:00:00,1
#foodie,Pop groove,20688,551,75,46,0.034174,2025-08-31 21:00:00,1
#makeup,Ticker bed,240300,6342,746,713,0.03417,2025-04-04 16:00:00,1
#kuliner,Woodshop groove,45917,1171,165,102,0.03417,2025-08-13 23:00:00,1
#skincare,Ticker bed,49146,1218,116,145,0.034164,2025-05-05 11:00:00,1
#fyp,Clap beat,21514,590,48,57,0.034164,2025-04-26 12:00:00,1
#tech,Ticker tick,52340,1408,174,117,0.034161,2025-06-11 21:00:00,1
#fyp,Whistle loop,78342,2034,286,223,0.034158,2025-01-04 21:00:00,1
#umkm,Sunset pad,183412,4687,337,591,0.034158,2025-07-18 20:00:00,1
#umkm,Paint stroke ASMR,46286,1296,116,90,0.034157,2025-08-08 23:00:00,1
#viral,Blue,48718,1280,122,154,0.034156,2025-08-08 21:00:00,1
#fyp,Calm piano,104264,2765,289,329,0.034154,2025-07-25 09:00:00,1
#kuliner,Lab beeps,13030,342,47,34,0.034152,2025-06-13 20:00:00,1
#fyp,Kasih Tau Mama,95748,2311,311,198,0.034152,2025-08-01 13:00:00,1
#kareenakapoorkhan,diabshandani6,604700,19300,507,844,0.034150818587729455,2025-05-24 22:26:17,1
#fyp,Tape measure click,35784,914,133,114,0.034149,2025-03-10 15:00:00,1
#fyp,Chalkboard beat,166191,4266,667,458,0.034141,2025-02-21 20:00:00,1
#streetfood,Tape measure click,26715,731,46,76,0.034138,2025-02-10 08:00:00,1
#fyp,Ambient pulse,18397,447,42,61,0.034136,2025-01-29 20:00:00,1
#beauty,Tape measure click,63340,1656,198,200,0.034133,2025-04-11 16:00:00,1
#makananviral,Ambient glow,20157,533,60,61,0.034132,2025-07-25 20:00:00,1
#fyp,Cardio loop,25021,607,43,82,0.034131,2025-06-25 14:00:00,1
#fyp,Clean corporate bed,29827,787,60,95,0.03413,2025-08-30 14:00:00,1
#tech,Kitchen groove,15975,400,37,31,0.034116,2025-08-08 20:00:00,1
#cattok,Cosmic pad,192242,4668,526,520,0.034108,2025-02-07 17:00:00,1
#learnontiktok,Lab beeps,16626,456,54,29,0.034103,2025-07-06 11:00:00,1
#fashion,Boss fight theme,11994,307,33,39,0.0341,2025-05-07 19:00:00,1
#fyp,Soft glam loop,10997,271,40,29,0.0341,2025-08-08 09:00:00,1
#makeup,Sizzle ASMR,99773,2812,214,206,0.034097,2025-03-30 11:00:00,1
#fyp,Trap beat,84087,2180,298,148,0.034096,2025-07-25 16:00:00,1
#umkm,Neutral piano,16102,393,57,38,0.034095,2025-08-20 07:00:00,1
#fyp,Woodshop groove,240051,6433,862,480,0.034093,2025-06-25 19:00:00,1
#cattok,About You,563427,14479,2212,1555,0.034088,2025-01-10 19:00:00,1
#dogtok,City stroll,79735,1937,270,195,0.034088,2025-04-11 16:00:00,1
#fyp,Chalkboard beat,37171,897,71,95,0.034086,2025-03-09 23:00:00,1
#fyp,Paint stroke ASMR,42220,1121,154,92,0.034083,2025-02-21 20:00:00,1
#fashion,Ambient pulse,13966,347,30,38,0.034083,2025-03-28 16:00:00,1
#gaming,Waves & bells,68694,1796,223,204,0.034079,2025-02-22 20:00:00,1
#makananviral,Hype trap,96043,2644,286,180,0.034078,2025-08-08 17:00:00,1
#motivation,Ticker bed,69315,1892,135,217,0.034076,2025-06-30 17:00:00,1
#outfit,Neutral piano,98681,2568,376,245,0.034069,2025-01-26 16:00:00,1
#workout,Chill guitar,70714,1848,169,235,0.034067,2025-05-31 19:00:00,1
#learnontiktok,Clean corporate bed,58974,1599,136,151,0.034066,2025-08-08 14:00:00,1
#viral,Calm piano,107589,2797,396,283,0.034065,2025-08-01 10:00:00,1
#fashion,Highway synth,26774,680,54,73,0.034063,2025-03-01 19:00:00,1
#makananviral,Drumline,218196,5824,826,411,0.034061,2025-02-16 21:00:00,1
#fashion,Clean corporate bed,110634,2912,352,316,0.034058,2025-04-17 11:00:00,1
#fyp,Sizzle ASMR,192070,4687,590,602,0.034055,2025-01-31 20:00:00,1
#viral,Tape measure click,186026,4826,654,353,0.034044,2025-08-15 13:00:00,1
#umkm,Tape measure click,92468,2211,204,246,0.034044,2025-06-29 20:00:00,1
#recipe,Waves & bells,85547,2181,255,271,0.03404,2025-06-13 16:00:00,1
#viral,Neutral piano,27648,752,54,88,0.034035,2025-06-11 11:00:00,1
#fyp,Alamak,106276,2727,346,360,0.034034,2025-08-05 09:00:00,1
#viral,Woodshop groove,138286,3452,477,324,0.034031,2025-03-28 14:00:00,1
#gameclip,Dora Dora,76433,2184,154,131,0.03403,2025-05-16 22:00:00,1
#makananviral,Goofy bass,21335,551,78,61,0.034029,2025-01-31 00:00:00,1
#kentunk,pieces (solo piano version),4500000,146500,1185,5445,0.034028888888888886,2023-08-01 14:20:53,1
#fyp,LoFi makeup beat,87998,2311,324,210,0.034024,2025-02-26 20:00:00,1
#fyp,Pica Pica,25571,680,68,79,0.034023,2025-05-14 19:00:00,1
#recipe,Chalkboard beat,14170,369,46,25,0.034016,2025-04-18 23:00:00,1
#fyp,Neutral piano,83236,2224,252,214,0.034012,2025-03-29 20:00:00,1
#fyp,LoFi makeup beat,29138,796,92,54,0.034011,2025-08-08 20:00:00,1
#umkm,Aesthetic synth,48664,1244,111,133,0.034009,2025-07-01 16:00:00,1
#fashion,Boss fight theme,243525,5933,497,428,0.034009,2025-06-06 19:00:00,1
#fyp,City stroll,43345,1110,161,130,0.034006,2025-02-28 23:00:00,1
#kuliner,LoFi makeup beat,13146,330,39,38,0.034003,2025-07-16 23:00:00,1
#fyp,Goofy bass,76087,1993,265,200,0.034001,2025-02-07 19:00:00,1
#fyp,Chalkboard beat,13884,369,44,36,0.033996,2025-03-09 20:00:00,1
#fyp,Trap beat,33599,856,86,105,0.033989,2025-08-01 14:00:00,1
#viral,About You,78997,2077,242,232,0.033989,2025-03-21 15:00:00,1
#kuliner,Whistle loop,216707,5715,767,515,0.033986,2025-05-07 17:00:00,1
#gaming,Trap beat,435855,12066,948,855,0.033986,2025-05-19 16:00:00,1
#fyp,Tape measure click,32786,812,75,94,0.033978,2025-04-15 15:00:00,1
#fyp,Hype trap,20988,565,62,51,0.033972,2025-06-02 01:00:00,1
#recipe,Stadium chant,206644,5715,375,579,0.033971,2025-03-28 20:00:00,1
#outfit,Microscope hum,203398,5257,811,376,0.033963,2025-08-30 17:00:00,1
#workout,Boss fight theme,58186,1463,221,124,0.03396,2025-01-18 17:00:00,1
#viral,Ticker bed,52456,1415,134,143,0.033952,2025-07-19 20:00:00,1
#tech,Backpack beat,100143,2621,350,259,0.033951,2025-07-28 18:00:00,1
#fyp,Drumline,41268,1052,131,134,0.033949,2025-01-26 23:00:00,1
#makananviral,Paint stroke ASMR,18971,498,47,32,0.033947,2025-08-02 19:00:00,1
#kuliner,Dora Dora,168324,4443,606,380,0.033946,2025-06-06 19:00:00,1
#esports,Goofy bass,77778,2181,160,167,0.033943,2025-07-03 14:00:00,1
#fyp,Engine rev,123382,3341,408,230,0.033943,2025-03-10 10:00:00,1
#workout,Gallery pad,154145,3707,541,521,0.033942,2025-08-18 14:00:00,1
#esports,Street vibe,56718,1554,123,119,0.03394,2025-08-06 15:00:00,1
#fashion,Hype trap,542569,13841,965,1097,0.033939,2025-06-07 17:00:00,1
#fashion,Backpack beat,29674,802,106,49,0.033935,2025-04-25 21:00:00,1
#fyp,Bark hop,57097,1558,155,128,0.033925,2025-04-18 21:00:00,1
#fyp,Sizzle ASMR,89979,2210,238,205,0.033919,2025-06-06 18:00:00,1
#makeup,Ticker bed,296945,7955,686,928,0.033919,2025-07-06 12:00:00,1
#outfit,Highway synth,124376,2967,271,400,0.033913,2025-07-04 16:00:00,1
#gameclip,Cosmic pad,27128,749,64,61,0.033913,2025-02-20 19:00:00,1
#motivation,Paint stroke ASMR,28869,810,63,57,0.033912,2025-05-29 07:00:00,1
#fyp,Microscope hum,65611,1782,211,121,0.033912,2025-06-12 17:00:00,1
#kuliner,Blue,222464,5902,787,478,0.033911,2025-02-14 07:00:00,1
#umkm,Runway loop,465002,11120,1296,934,0.033907,2025-03-21 16:00:00,1
#fyp,Circuit synth,34684,893,119,88,0.033906,2025-01-12 20:00:00,1
#dogtok,Tape measure click,38908,1031,94,92,0.0339,2025-02-14 12:00:00,1
#fashion,Ambient glow,69735,1775,273,198,0.0339,2025-05-23 20:00:00,1
#streamer,Highway synth,38321,968,84,122,0.033898,2025-02-21 20:00:00,1
#fyp,Calon Mantu Terbaik Mamamu,44221,1160,105,95,0.033898,2025-01-04 02:00:00,1
#fyp,Adrenaline synth,130195,3424,256,252,0.033895,2025-03-15 16:00:00,1
#viral,Soft focus,17644,420,62,44,0.033893,2025-01-16 00:00:00,1
#fyp,Adrenaline synth,112533,2817,225,354,0.033892,2025-06-23 08:00:00,1
#viral,Ngga Dulu,39154,1044,101,116,0.033892,2025-01-06 20:00:00,1
#kuliner,Microscope hum,23133,618,63,64,0.033891,2025-03-25 08:00:00,1
#gameclip,Paint stroke ASMR,340773,8436,648,798,0.033891,2025-08-01 14:00:00,1
#gaming,Blue,33255,908,96,67,0.03389,2025-07-14 17:00:00,1
#viral,Cosmic pad,100866,2443,190,315,0.033887,2025-01-03 20:00:00,1
#fyp,Engine rev,162486,4067,594,396,0.033886,2025-08-13 05:00:00,1
#kuliner,Calon Mantu Terbaik Mamamu,30840,850,81,62,0.033885,2025-07-18 21:00:00,1
#crafts,Cosmic pad,22399,569,68,38,0.033885,2025-06-06 17:00:00,1
#kuliner,Bark hop,170213,4593,555,331,0.033881,2025-08-17 23:00:00,1
#recipe,Cardio loop,407233,10027,1491,1104,0.03388,2025-06-19 20:00:00,1
#cattok,Microscope hum,125607,3276,255,251,0.033876,2025-02-02 19:00:00,1
#ootd,Highway synth,296336,8449,531,556,0.033874,2025-03-07 20:00:00,1
#beauty,Neutral piano,110566,2679,429,328,0.033871,2025-07-19 20:00:00,1
#viral,Lab beeps,89901,2301,287,287,0.033871,2025-02-21 18:00:00,1
#umkm,Dora Dora,110355,2877,331,316,0.033863,2025-03-14 19:00:00,1
#motivation,Lab beeps,19343,476,68,48,0.033862,2025-03-04 17:00:00,1
#fyp,Toolbox clack,19344,520,67,36,0.033861,2025-05-09 22:00:00,1
#fyp,Woodshop groove,123976,3283,386,260,0.033861,2025-05-28 23:00:00,1
#viral,Ticker bed,1213984,29741,3906,2107,0.03386,2025-01-19 15:00:00,1
#fyp,Microscope hum,101542,2648,231,213,0.033858,2025-02-07 22:00:00,1
#fashion,Sunset pad,149792,3854,414,461,0.033854,2025-05-02 16:00:00,1
#viral,Boss fight theme,21032,522,57,41,0.033853,2025-03-14 21:00:00,1
#recipe,Chill guitar,55593,1573,121,94,0.033853,2025-07-10 12:00:00,1
#fyp,Neutral piano,1861,46,7,3,0.033853,2025-03-12 04:00:00,1
#fyp,Soft glam loop,21034,562,49,42,0.03385,2025-06-04 22:00:00,1
#workout,Hype trap,172089,4121,598,298,0.033849,2025-06-27 06:00:00,1
#fyp,Subtle groove,15688,403,37,36,0.033848,2025-02-21 18:00:00,1
#gameclip,Street vibe,9279,243,29,27,0.03384,2025-03-01 11:00:00,1
#fyp,Aesthetic synth,142270,3682,413,456,0.033837,2025-05-23 21:00:00,1
#makeup,Turbo whoosh,75842,2008,258,130,0.033833,2025-01-30 18:00:00,1
#streetfood,Runway loop,91136,2205,157,302,0.033829,2025-05-16 09:00:00,1
#fyp,Tape measure click,29240,787,55,98,0.033824,2025-01-24 21:00:00,1
#umkm,Bark hop,434399,10704,1296,1159,0.033821,2025-02-04 20:00:00,1
#learnontiktok,Kitchen groove,20520,535,72,53,0.033821,2025-02-21 16:00:00,1
#pets,Paint stroke ASMR,84746,2208,297,193,0.033819,2025-04-26 16:00:00,1
#skincare,Kasih Tau Mama,50209,1286,139,133,0.033819,2025-02-14 18:00:00,1
#streamer,Kitchen groove,204044,4973,658,411,0.033816,2025-03-22 18:00:00,1
#makeup,Backpack beat,24466,601,80,45,0.033802,2025-08-14 21:00:00,1
#fyp,Glitch hop,38549,1069,70,99,0.033801,2025-08-03 17:00:00,1
#outfit,Pop groove,75472,1984,234,206,0.033801,2025-03-08 10:00:00,1
#fashion,Calm piano,22573,574,69,73,0.033801,2025-01-28 15:00:00,1
#kuliner,Clean corporate bed,132711,3504,454,303,0.033795,2025-05-25 17:00:00,1
#fyp,Kitchen groove,453590,12166,1282,1115,0.033795,2025-06-28 17:00:00,1
#fyp,Clap beat,252704,6453,887,773,0.033794,2025-06-20 20:00:00,1
#makananviral,Ngga Dulu,99376,2368,237,317,0.033791,2025-06-20 18:00:00,1
#fyp,Soft focus,101248,2773,275,202,0.033788,2025-02-17 21:00:00,1
#fyp,Chalkboard beat,25103,664,96,46,0.033781,2025-07-04 14:00:00,1
#outfit,Runway loop,76473,2015,260,179,0.033777,2025-07-03 22:00:00,1
#kuliner,Chalkboard beat,27181,725,70,51,0.033774,2025-08-08 13:00:00,1
#streetfood,Boss fight theme,29846,769,109,80,0.033773,2025-07-19 15:00:00,1
#workout,Microscope hum,115901,2778,349,295,0.03377,2025-03-13 02:00:00,1
#outfit,Kasih Tau Mama,21825,567,73,61,0.033769,2025-05-15 17:00:00,1
#fyp,Calon Mantu Terbaik Mamamu,9566,247,20,26,0.033765,2025-03-21 19:00:00,1
#fashion,Trap beat,184034,4545,368,615,0.033755,2025-03-09 20:00:00,1
#kuliner,Ngga Dulu,145880,3476,494,436,0.033754,2025-04-29 12:00:00,1
#fashion,Ambient pulse,107754,2931,245,220,0.033744,2025-06-02 17:00:00,1
#fyp,Dora Dora,268241,6519,988,668,0.033742,2025-02-14 16:00:00,1
#outfit,Pop groove,227022,5861,572,525,0.033741,2025-04-19 19:00:00,1
#umkm,Street vibe,1036229,27669,2286,3258,0.033739,2025-05-30 15:00:00,1
#fashion,Tape measure click,56465,1370,183,186,0.033738,2025-04-11 05:00:00,1
#fyp,Engine rev,125438,3243,410,368,0.033738,2025-08-28 12:00:00,1
#beauty,Stadium chant,36548,947,111,114,0.033736,2025-03-12 21:00:00,1
#coding,Bintang 5,416901,11345,1278,737,0.033732,2025-06-28 17:00:00,1
#viral,Chill guitar,152494,3749,462,306,0.033732,2025-04-11 21:00:00,1
#fyp,Lab beeps,97066,2610,197,304,0.03373,2025-03-28 18:00:00,1
#viral,Boss fight theme,38098,988,119,114,0.033729,2025-03-28 16:00:00,1
#kuliner,Engine rev,77395,1994,174,228,0.033723,2025-03-09 20:00:00,1
#esports,Toolbox clack,129604,3417,450,285,0.033718,2025-05-04 23:00:00,1
#makananviral,Soft glam loop,402550,10470,1341,1073,0.03371,2025-07-04 10:00:00,1
#fashion,Aesthetic synth,118518,3201,271,324,0.033708,2025-03-14 21:00:00,1
#kuliner,Calm piano,645514,17376,1700,1594,0.033705,2025-06-06 22:00:00,1
#fyp,Soft glam loop,329760,9066,822,670,0.0337,2025-06-26 04:00:00,1
#streetfood,Alamak,27749,673,93,48,0.033695,2025-06-06 23:00:00,1
#fyp,Tape measure click,136850,3322,355,359,0.033694,2025-07-09 20:00:00,1
#fashion,Gallery pad,174910,4666,464,468,0.033686,2025-02-07 18:00:00,1
#viral,Sizzle ASMR,62013,1664,153,168,0.033686,2025-04-18 15:00:00,1
#kuliner,Cardio loop,47055,1238,138,130,0.033684,2025-05-02 14:00:00,1
#beauty,Blue,9649,260,23,26,0.033682,2025-08-10 21:00:00,1
#foodie,Boss fight theme,111546,2783,334,331,0.033681,2025-06-28 08:00:00,1
#beauty,Ambient glow,93231,2542,155,286,0.03368,2025-04-26 19:00:00,1
#umkm,Ticker tick,89970,2358,304,217,0.033678,2025-07-22 12:00:00,1
#pets,Hype trap,152963,4054,327,263,0.033675,2025-07-11 15:00:00,1
#learnontiktok,Calon Mantu Terbaik Mamamu,40001,1052,146,82,0.033674,2025-04-13 10:00:00,1
#streamer,Runway loop,219221,5268,455,532,0.033674,2025-03-19 23:00:00,1
#fashion,Goofy bass,49180,1303,105,114,0.033672,2025-08-07 05:00:00,1
#motivation,Street vibe,30798,802,94,69,0.033671,2025-06-27 12:00:00,1
#fyp,Waves & bells,57379,1403,168,110,0.033671,2025-07-25 14:00:00,1
#makeup,Golden,59403,1432,219,130,0.033668,2025-06-06 20:00:00,1
#umkm,Drumline,158941,3812,318,328,0.033667,2025-06-21 20:00:00,1
#fyp,Subtle groove,53762,1363,100,175,0.033667,2025-04-09 21:00:00,1
#fyp,8bit loop,36416,871,92,108,0.033667,2025-04-04 08:00:00,1
#fyp,Backpack beat,14585,383,39,30,0.033665,2025-08-11 21:00:00,1
#recipe,Toolbox clack,34103,817,82,106,0.033663,2025-08-22 23:00:00,1
#outfit,Highway synth,448424,10904,1348,826,0.033662,2025-07-28 22:00:00,1
#recipe,Kasih Tau Mama,28016,747,86,63,0.033659,2025-04-11 18:00:00,1
#makananviral,Dora Dora,66638,1827,138,166,0.033659,2025-03-28 13:00:00,1
#umkm,Highway synth,22194,542,66,37,0.033658,2025-04-06 23:00:00,1
#umkm,Kitchen groove,92961,2403,210,222,0.033649,2025-07-05 22:00:00,1
#esubiungu,ngapain repot,55100,1460,36,358,0.033647912885662434,2025-11-21 19:07:43,1
#fyp,Backpack beat,87020,2340,267,175,0.033647,2025-03-17 20:00:00,1
#makeup,Glitch hop,128574,3490,269,351,0.033646,2025-01-23 19:00:00,1
#umkm,Neutral piano,62867,1708,172,130,0.033642,2025-04-22 18:00:00,1
#fashion,Kasih Tau Mama,49969,1289,120,104,0.033641,2025-08-06 18:00:00,1
#fyp,Glitch hop,638297,16803,2393,1203,0.03364,2025-07-15 09:00:00,1
#fyp,Ticker tick,61720,1710,146,117,0.033636,2025-04-03 16:00:00,1
#fyp,Stadium chant,75130,1818,211,227,0.033635,2025-06-25 22:00:00,1
#makeup,Indie brush,80488,2065,323,138,0.033632,2025-02-01 22:00:00,1
#viral,Indie brush,56201,1397,164,170,0.033629,2025-01-31 16:00:00,1
#fyp,Stadium chant,138989,3416,243,384,0.033629,2025-03-23 00:00:00,1
#skincare,LoFi makeup beat,257796,6472,956,732,0.033627,2025-08-01 23:00:00,1
#fyp,Cosmic pad,162095,3949,499,291,0.033622,2025-01-05 12:00:00,1
#workout,Chill guitar,64275,1609,188,164,0.033621,2025-04-21 16:00:00,1
#viral,Ambient pulse,35187,838,67,68,0.03362,2025-05-08 21:00:00,1
#viral,Soft glam loop,114664,3033,253,344,0.03362,2025-04-06 11:00:00,1
#kuliner,Chalkboard beat,30494,812,102,60,0.033613,2025-01-13 18:00:00,1
#foodie,Turbo whoosh,103238,2679,315,208,0.033612,2025-06-02 14:00:00,1
#kuliner,Ticker bed,47367,1118,182,87,0.03361,2025-05-25 21:00:00,1
#coding,Ambient glow,66086,1725,184,201,0.033608,2025-08-17 11:00:00,1
#foodie,Highway synth,738322,17446,2836,2226,0.033606,2025-07-04 15:00:00,1
#recipe,Dora Dora,19462,519,41,62,0.033604,2025-04-18 14:00:00,1
#fyp,Whistle loop,34077,914,66,108,0.0336,2025-05-02 14:00:00,1
#kulinerklaten,food vlogger,13900,306,6,155,0.03359712230215827,2025-11-24 11:47:22,1
#fashion,Alamak,20569,511,49,42,0.033594,2025-03-23 21:00:00,1
#outfit,City stroll,10153,274,17,27,0.033586,2025-05-08 17:00:00,1
#fyp,Pop groove,54013,1290,169,181,0.033585,2025-05-20 18:00:00,1
#fyp,About You,26888,721,57,80,0.033584,2025-03-05 23:00:00,1
#fyp,Goofy bass,26025,681,76,74,0.033583,2025-01-31 16:00:00,1
#fyp,Ticker bed,65216,1540,131,143,0.033581,2025-04-11 22:00:00,1
#umkm,Trap beat,51727,1303,144,91,0.03358,2025-02-19 15:00:00,1
#makeup,Dora Dora,41281,1102,121,94,0.033575,2025-02-01 16:00:00,1
#tech,Ambient glow,137021,3302,503,375,0.033571,2025-04-03 16:00:00,1
#fyp,Bark hop,381448,10546,664,948,0.033564,2025-03-04 22:00:00,1
#motivation,Calm piano,49252,1277,156,138,0.033562,2025-08-04 16:00:00,1
#fyp,Cosmic pad,10191,278,28,19,0.033559,2025-01-10 21:00:00,1
#kuliner,Soft focus,434160,10698,1318,1396,0.033557,2025-08-17 07:00:00,1
#dogtok,City stroll,185395,4957,615,338,0.033555,2025-06-01 17:00:00,1
#fyp,Circuit synth,43069,1021,145,83,0.033551,2025-04-19 19:00:00,1
#viral,Lab beeps,14128,346,45,35,0.03355,2025-04-18 14:00:00,1
#viral,Microscope hum,93811,2451,279,260,0.033546,2025-04-28 23:00:00,1
#recipe,Circuit synth,116240,3044,319,340,0.033543,2025-08-12 16:00:00,1
#esports,Dora Dora,44037,1182,95,122,0.03354,2025-05-02 17:00:00,1
#gameclip,Glitch hop,18696,493,53,32,0.033537,2025-08-31 20:00:00,1
#streamer,Gallery pad,27763,733,77,75,0.033534,2025-03-14 12:00:00,1
